youtubeId,movieId,title,transcription
rSvRcd2QazA,2436,Tea with Mussolini (1999)," Don't I remember that particularly ostentatious vehicle? The American collectors are back in Italy. In a place of beauty... Where's my damn Picasso? Buy it back! Offer them more money! In a time of uncertainty... Why shouldn't Mussolini have an empire? All the best people in Europe have empires. They were the most arrogant... Drink up because the champagne's on me. I bathe in the stuff to celebrate her departure. Why, Hester, I didn't see you there. The most obstinate and colorful women in Italy. Why should we change our lives simply because some idiots want to make more? They were known in Florence as the Scorpioni. Scorpioni? Why? Because they bite. Not me, they try, but no more. Luca? Must I hang with you? We're all taking care of him. They took a boy from the streets. Tuesday? Who's free Tuesday? You sure you know what you're doing? I'll show you something you'll never forget. Florence isn't just shiny cars and ice cream. And turned him into a man. Such a handsome man. Are you American? If you'll please go to the waiting trunks, why, we really must get moving. Don't be quiet, Major, whoever you are. Tea with Mussolini. The Germans and the Italians couldn't get rid of us. There is absolutely no reason why we should surrender to the Scots."
_Y7NGglgjCU,2437,Wilde (1997)," From America's Wild West. I want to introduce you to Oscar Wilde. Oh, very kind. To London's West End, his wit made him a star. Ladies and gentlemen, I congratulate you on the great success of your performance. But his story has never been fully told until now. Oscar is made for the stage. From Sony Pictures Classics comes the first definitive film about the extraordinary life of Oscar Wilde. You're an artist. Artists are always children at heart. I think that the realization of oneself is the prime aim of life and that to realize the pleasure is finer than to do so through pain. I want everyone to look at us. I want everyone to say, look, there's Oscar Wilde with his boy. It's not whether there is anything wrong. It's whether or not there appears to be. Can't we stay? Oh, Papa's got to work. He's got to finish his play. I know your friend is famous, notorious at least, but I don't understand for what. For being himself. It's a scandal, what you've been doing. You will cease to see wild or I'll cut you off without a penny. Stephen Fry. Jude Law. Vanessa Redgrave. Jennifer Ealy. Gemma Jones. Judy Parfitt. Michael Sheen. Tom Wilkinson. And so we want to make it. What is a love that dare not speak its name? There's nothing unnatural about it. Wilde."
O72PzUCBlMo,2438,Outside Ozona (1998)," The first one goes out to all of you beer-guzzling, tobacco-chewing, hillbilly, brain-dead neo-Nazi rednecks out there. Can he say that? Just did. In a place called Ozona, Texas... How's the sirloin tip? Second best piece of meat around here. One voice is connecting six lives. Maybe I can help you out with your problems. And some secrets are about to unravel. I did it for you! Did what, Erlene? Well, you said it. Did you what? That they want to fire you. You are really crazy! Whatever you say, partner. 68 lousy bucks is all I could make before you barged in. Alright, Erlene, that's enough. Let's go. Son of a bitch! He may not stay down. Let's go. He looks like he could use a ride. He looks like he could cut our throats. I know there's gotta be someone out there listening. Please shut that noise off. It's giving me a splitting headache. Excuse me. Now what's the matter? What are you doing there for? For fun? I don't think the dog's having any fun. You think I'm having a bad day? Are you serious? Do I look serious? This is your idea of a joke. I'm not a muse. May God have mercy on your soul. You're gonna forget this whole thing ever happened, right, mister? Yes! So y'all fly like a coupé in the wind. Keep swinging, Rocket Man. Might as well go out with a bang. I'm gonna explode. This is radio. This is radio."
yBvzSs2qo1c,2439,Affliction (1997)," The New York Times. Affliction is being hailed by critics as a film of startling intensity. Performances by Nick Nolte and Sissy Spacek go for the jugular, says The New York Times. Entertainment Weekly calls it Paul Schrader's best movie yet. And John Powers of Vogue magazine raves. A beautiful, harrowing film. Perhaps the best performance of Nolte's career. The sucker shot himself. Who, Jack? The other guy. I figured you'd know what really happened. 30-30 at close range. Will it make it? It'll be away. From Paul Schrader, the writer of Raging Bull and Taxi Driver. I think there's some dirty business going on in this town. Director of American Jiggle-O and Light Sleeper. What are you doing, playing cops? He was a lot like me when I was his age. You wouldn't do anything like that. Shoot somebody. And the acclaimed novel by Russell Banks. At least I was never afflicted by that man's violence. That's what you think. Comes an emotional story of love. Of pain. I'm free of you. You're not on my back anymore. You see how easy it is, Jack? You think you're getting away with it? And of self-discovery. You know, I get to feel like a whipdog some days. Some night I'm gonna bite back, I swear. Academy Award nominee Nick Nolte. You need me. Even Pop, Pop, for Pete's sake, he needs me. This town needs me. Academy Award winner Sissy Spacek. What in the world is happening to you? Film legend James Coburn. You done? Finally. Done it. Right. Done it like a man done it. And Academy Award nominee Willem Dafoe. Affliction."
Vdal3ZvoWj4,2441,"Hi-Lo Country, The (1998)"," Mine's a true story. It started back when things were a good deal simpler than they are now. Hey Pete, you half-brained dog, get over here. Hanging with Big Boy taught me what fun was all about. Well it's hard to count all this money but it's $467. I'm getting wild like a promising man. Chasing women, raising every kind of help is all good times. What'd they do to you in the army? Take the cowboy right at you. And it started over Mona. Ran in there the day I got back, started with a little small talk about the weather and then... I want to run away with you someplace where no one can find us. Go and get Mona back here. He's my best friend and there ain't nothing I wouldn't do for him. Your friend is stealing a man's wife. If you want to look at her you know she's worth the risk. Hell, risk may be the best part of it. If somebody's gonna gun him down I don't intend to let that happen. Times get hard. I'll see you boys come a begging. What about I snomping off that of you to fertilize Texas? So Les Burke is gonna kill Big Boy. And I'm gonna have to kill this. Big Boy! With that kind of love nothing else matters, not the law, not what people say and not consideration for life or death."
JzVSq3dy1LM,2442,Hilary and Jackie (1998)," It will give you the world, Jackie, but you must give it yourself. Hillary and Jackie were as close as sisters could be. I think this must be the first time that our willing Sarah Lewis have been sisters. And they shared everything. Secrets, fantasies, and a music only they seemed to hear. There came a day when their paths diverged. That's it. She's ready. Jackie's fame spread around the world. While Hillary found a simpler life. Ah, Miss Dupree? Yes. I was wondering whether I could book you for a concert. No, it's not me you want. It's my sister. But you're Hillary Dupree, the flautist. Yes. Yes, yes. Well, it's you I want. Oh. Who's this? Kiffer Finzi. I'm in love with Hillary. What do you do? I'm a musician. You any good? Let's get a flat together and go bonkers. Kiffer's asked me to marry him. You can't just leave me. I'm not leaving you. You're not here anymore. You never will be again. But her passions took Jackie to places she never imagined. Danny, would you still love me if I couldn't play? You wouldn't be you if you couldn't play. And a world from which she could never return. She just needs proof. Kiffer proof of what? For God's sake. Proof that somebody loves her. If you want to get yourself impregnated, you should ask her, hubby. Well, I think you'll find that this is not the sort of thing the sisters normally ask one another. Have a sin to her, little. Everything you've asked for, I've said yes. Jackie! Get away from me! October Films is proud to present Academy Award nominee, Emily Watson. Rachel Griffiths, James Frame and David Morrissey. In the incredible true story of sisters torn apart by genius, united by love. Hillary and Jackie. If you think that being an ordinary person is any easier than being an extraordinary one, you're wrong."
DppPtpEbFag,2443,Playing by Heart (1998)," There's one thing that is paramount for every cook to keep in the back of their mind. Only you know what goes on in the kitchen. It's delicious. In the city of Los Angeles. Room 2735. This is romance. It's my favorite movie, too. Where everything important happens behind closed doors. In case you're planning on being gentle tonight. Don't be. Where connecting is never easy. How about a movie? I don't date. Gee, I don't have a witty comeback for that one. And where romance can strike when you least expect it. You know, I'm not just asking you to dinner as a preemptive strike against litigation. Anybody who can say preemptive strike against litigation deserves a dinner companion. These four couples seem to have nothing in common. Do you want to know why I didn't sleep with Wendy? I am all ears. Except they're all about to realize. It'll have to be quick. I can do quick. They have a lot to learn about romance. The lad doesn't say much and when he does he finds just the right words to crush my soul. Of course I'm crazy about him. There's no emotional bond between us. It's just sexual energy. You can come to my apartment. Okay. Meet my better half. Wow, that's uh, that's summed up. Barley, get down sweetie. Suddenly I'm feeling a little inadequate. Do you know how long I've waited for somebody I care about to say that they love me? If you think you're getting out of this car you're insane. And you really didn't sleep with her? Of course not. And you didn't want to sleep with her? Oh good god yes I did. Now they're all about to come together in an unexpected way. I wanna wake up where you are I won't say anything at all Jillian Anderson, Helen Burston, Sean Connery, Anthony Edwards, Angelina Jolie, Jay Moore, Ryan Philippi, Dennis Quaid, Jenna Rowlands, John Stewart and Madeline Stowe. In a new film that proves we're all better off playing by heart. Just coming back tomorrow and the sleeping arrangements will definitely be revised."
os50D-aOZQo,2445,At First Sight (1999)," So what's going on here? A few days ago we sent off Hydra, the three headed monster, and we get back Mary Poppins in return. Met a guy. Woo! Wayne Gretzky, look out! Be careful honey, he's all hands. So, uh, spill the beans. Nothing to spill, you know. He's a great guy. He's smart. Close your eyes. Listen with your whole body. Funny? People eat. Blind? I thought you said he was blind. I mean, he was blonde. That too. I just got out of the shower. I have to get changed. I promise I won't look. Virgil? Ethan? Ethan? Are you blind? Yeah. Cool, see ya. It's like a pool. You are. I didn't like the feeling of waking up and thinking you weren't there. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. I don't know. This all us. I thought you said you were blind. I thought you thought you were blind. I was. I thought you thought you were blind. I only knew the beginning of the end. I didn't think you weren't there. If something could be done to give you sight, would you take it? I forgot that it's help to handicap week. He spent the first eight years of his life having his eyes probed, pierced, poked at, he doesn't need to go through that again. Sorry. Virgil. You'll see a lot but none of that matters if you lose sight of what you want. You ready to get started? Yeah. If it doesn't work. Oh God, this can't be seen. Oh! Oh! He's all lost in there. Hello? Believe me, he can see you. He just doesn't understand what he sees. I can't fill out a damn application. I have to have somebody else do it for me like I was a blind person, but I'm not blind. Is it an apple or just a picture of an apple? Look out! I don't belong here. I'm not meant to see. You're right, you're blind. I'm standing right here for you. You don't even look. So this is what beautiful looks like. He's stupid, he's dumb! Apple. We've got to move on to vegetables. Why are you doing this? Why do you put up with me? Why do you try so hard? I want this to work. I want us to work. You"
MGxL-BjOStY,2446,In Dreams (1999)," He's out there hunting, looking for another victim. She dreams his crimes before they happen. And I've been dreaming of you. Get out of my brain. Get out of my brain. And there's only one place to stop him. How do you know me? I'm not telling. You think you can scare me, you sick... You can scare me, you can scare me, you can scare me. Annette Benning, Aiden Quinn, Robert Downey Jr. In Dreams, rated R."
eSnkWiacUW4,2447,Varsity Blues (1999)," In America, we have laws. And it's just accepted that as a member of American society, you will live by these laws. In West Canaan, Texas, there is another society which has its own laws. We woke up in the Twilight Zone. West Canaan, sex and football. We woke up in the Twilight Zone. West Canaan, sex and football. It's all there is. Hey, Mocks, let's roll! Woo! Lance, can I have your autograph? Right here? I tell you, these players are just running around lawless. Oh, my boys, too much trouble for you. Oh, no, Coach. What the hell are you doing? Tighten your... Oh, come on, I'm wearing underwear. Does it really bother you? I can handle it. Tell me this is over in a few weeks. Five more games, no more football, no more Kilmer, and if I get into Brown, no more West Canaan. Woo! Yeah! Come on, keep your shirt on, Billy Bob. I'm at the Shrimp Club, man, I'm here to work! Isn't this better than football? This is better than anything. We do things around here my way. You're gonna be second string all your life, boy! This game is 48 minutes for the next 48 years of your life. To hell with Kilmer. This is your opportunity. For you, playing football at West Canaan may have been the opportunity of your lifetime, but I don't want your life. You disobey me, and I will bury you. Only way we're going back down in the fields without you. Kilmer said 48 minutes for the next 48 years of our lives. I say we go out there and we'll leave it all out on the field. We got the rest of our lives to be mediocre, but we have the opportunity to play like gods. Let's be heroes. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world. I'm gonna be the best footballer in the world."
OEFf78HegJg,2448,Virus (1999)," It has traveled across time and space. An energy force unlike any in the universe. It is powerful, intelligent, and it has found the perfect planet to inhabit. I'm picking up a contact. 12 miles out, speed zero knots. It's dead in the water but it's big it's really big. I don't get it. I mean we got a Russian vessel middle of nowhere, dead in the water, crew vanished. I mean why the hell are they abandoned ship? You hear that? We don't find any dead bodies. We got somebody else on board repeat we got somebody else on board that's who sank the tug. Drop it. Eight days ago during a transmission from the mere space station something came onto the ship. I took control of computers. He was learning. Learning what? How to kill us. Somebody welded the engine room door shut. What is it? High-tech robotics. Get back. Now in order to survive. It's creating a new life form. What? It wants us for spare points. It must destroy the one threat. Oh my god. To its existence. I'm gonna die. The virus called man. What's wrong with you? Nothing."
0lXmuXVGidY,2449,"Garbage Pail Kids Movie, The (1987)"," Once upon a time, or was it more recently, there was a young boy named Dodger. He was the sort of child who was always left out of things. Each day after school, Dodger works in a junk shop owned by the mysterious Captain Manzini. Which is right, then vampires blue, make these clothes as good as new. Dodger has never had a family or a friend he could call his own. Until now. He must help us. Meet the Garbage Pail Kid. Starring Matt Nurgert, Windy Winston, Messy Tessy, Chance Tangerine, the Likers, Ollie Gator, Valerie Bommet, Lisa Grape, I'm gonna cry for this. Foul Fool, Nice to the totes. The Garbage Pail Kid's movie. It may not be pretty, but boy, they make great friends. Starring Anthony New and Mackenzie Astin. The Garbage Pail Kid's movie."
DT3vzKAG-No,2451,"Gate, The (1987)", I'm calling the police. Help! Help! Help! Help! Help! What the hell is going on? Demons. No. Glenn! The gig. You
zDyYvpav35Y,2453,"Boy Who Could Fly, The (1986)"," It's been a while since we flew and Eric hasn't come back but somehow he's still a big part of our lives. He made us believe in ourselves again. Now when I feel like giving up, not trying, all I have to do is think about him and what he taught me. I was telling Geneva just the other day, we're all special. We're all a little like Eric. Maybe we can't soar up into the clouds, but somewhere deep inside we can all fly. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. I'm not sure if I'm going to be able to fly again. My Chemistry I hear the sound of your heart beating Love is never where you think you'll find it All you need is the very first kiss And you're walking on air Love won't let you come down Walking on air Your feet will never touch Walking on air And love is fun culture Love's a ride that can last a lifetime You find your heart in a warm embrace You can go around the world in just five minutes There's so many ways to say you love her All you need is the very first kiss And you're walking on air Love is really hitch Walking on air Your feet will never touch Walking on air And love won't let you come down Love, love, love, love, love Love, love, love Love, love, love Love, love, love Love, love, love Walking on air Love, love, love Love, love, love Love, love, love How can you wonder if you really love her? It's so easy once you make the first move And you're walking on air Love is really hitch Walking on air Your feet will never touch Walking on air And love won't let you come down Love, love, love, love, love Walking on air Love, love, love, love, love Love, love, love, love, love You"
Hdv4QA-O1bg,2454,"Fly, The (1958)"," Will everyone in the theater hold on family to his seat, please? Stop it! Stop it! I'm Vincent Price. I'm the director of the theater. I'm Vincent Price. What an earthly horror did that girl gaze upon. What manner of incredible thing walked beneath that hood. It would be unfair at this time to show you any more of what went on in that laboratory where a man actually dared to play God. So fantastic words can't begin to describe it. You must see it with your own eyes to believe it. When the fly comes your way. It's like any other fly I've ever seen. No! No! No! Please let me look at the fly! I've killed Andre. Please help me. Call the police and... The child can only be murdered. There were no mistresses. I had no lovers. Why did you kill him? God, don't let it get out. Inspector, inspector, it's in the garden. Come quickly. I've got to get out of here. Inspector, it's in the garden. Come quickly. As God is my witness, I saw the thing. It's unbelievable. I shall never forget that scream as long as I live. The fly is on its way. Watch out for it. It's far beyond anything your mind could ever conceive. © BF-WATCH TV 2021"
-yS6E2EXlnI,2456,"Fly II, The (1989)"," Listen. Do you hear it? It's getting closer. Much closer. Don't be afraid. Be very, very afraid. You can finish your father's work. You're as brilliant as he was. Something odd is happening to me and I don't know what it is. I think it's getting worse. I'm getting better. But fly, too. Like father, like son."
INwvXCwLJ8s,2457,Running Scared (1986)," You Oh no, I call you a farlander on Michigan Avenue Hey You two weren't uh questioning a suspect on the roof. That's cute. Why don't you go put your nuts in a microwave? Definitely the one you bested Come on let us keep the driver's licenses in the snapshot and our badges I Can't believe that you missed all six shots. What are you talking about? I hit the windshield six times in a row It works We finally got you right where we want you"
cA1sYGMdsn8,2461,Leatherface: Texas Chainsaw Massacre III (1990)," I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. I'm sorry, I'm not a good singer. Leatherface Texas Chainsaw Massacre 3 Now, from the producers of A Nightmare on Elm Street The real terror begins."
NHttc38S6kM,2464,Trick or Treat (1986)," Wake up, sleepyhead. It's body time! Rock and roll will never die. At least not this Halloween. Inverted. Raising spirits from the dead by incantations, right? I guess. I did that by playing the record backwards. You're kidding. Sammy Kerr. He's a rock and roll nightmare. I am a big fan of yours. I've got all your records. Shut up! You're the babe. The babe is you. This message was meant for me. How can you listen to this stuff? Shut it off! Shut it off! Rock and roll, rock and roll will never take control. What have you done to your stereo? I wanted a new one. Sammy Kerr. His fans won't let him die. He won't let them live. You should be loyal to your era. Make a turn on you. Rock and roll, rock and roll will never take control. Rock and roll, rock and roll will never take control. Trick or treat. Take control. Looks like we better check out the party punch. Rock, rock, rock, rock, rock."
6njbHjbb5CU,2466,Belizaire the Cajun (1986)," You casting greegary spells? Greegary is a evil Mr. William. Cause a man like you might well have use for that. The powers of the heel. Three, three, four. No curse on me, Belize. Well, you don't have the sunstroke. And you don't have the moonstroke. You're gonna have another boy, Elidon. Tonight we ride. When are you going to talk to us about giving us some protection? First time you get the same kind of protection you always have. You have been condemned to leave the state within two weeks. We've been here long before they was. They can't make us go. If you break this bond, you will be hanged. There's no whipping that's needed here. Are you gonna let him go again? Maddie Bear will kill you. He gets mad when he's jealous. It's certainly not jealousy that makes him and his rich friends terrorize these common people, is it? He thinks he killed his papa. He told James Willoughby. Willoughby's gone to the sheriff. They're not gonna do nothing to a man as innocent as me. You come away with me, Elidon. You come away from this place with me right now. It's too late! I did not kill Matthew Perry. We needed to pull it leger. It's too bad. What do you want of me? You say I'll kill Matthew Perry? Would that be enough to end this violence? All right, then. I'll kill Matthew Perry."
7-yYJgpQ-CE,2467,"Name of the Rose, The (Name der Rose, Der) (1986)"," Within these walls, men come to seek God. He has come to seek a killer. We found the body horribly mutilated under a window which was... Which was found closed. Somebody told you. A man of reason in a world of blind faith. Yeah, small blood here. You mean that he committed suicide? Elementary school. And a crime that could not be suppressed. Ink stains. He did not write with his tongue, I presume. I don't like this place. I find it more stimulating. Should we tell him? No. I am most curious to see the library for myself. May I do so? No. But what if you should learn it off his own accord? Written with lemon juice. You overestimate his talents. This one I grant you did not commit suicide. When he is challenged by a man of cruelty and power, the hunter becomes the hunted. Brother, if you please. The matter has occurred of the utmost gravity. I am not a hunter. I am a hunter. I am a hunter. I am a hunter. I am a hunter. I am a hunter. Had someone else not chosen to look in the wrong direction, several men of God might still be with us. Other monks will meet their deaths here, and they also will have blackened fingers and blackened tongues. His tongue is black, just as Brother William foretold. Yes, I was right. He knew, just as I too would have known had I been the murderer. You go that way. Lock them up! One, five, six, seven, eight. One final murder has been planned. Master! Master! How did we get out? It was some difficult day. And it's his. Sean Connery. F. Murray Abraham. The Name of the Rose. A story of unholy murder."
joT1q31AuxA,2469,Peggy Sue Got Married (1986)," Peggy Sue was once crazy about the guy she married. I have certain unresolved feelings about your father. I don't trust him. But tonight, at her 25-year high school reunion... Charlie won't be here tonight. We're getting divorced, actually. She'll disappear in time. ...and arrive in her senior year of high school. What am I doing here? You passed out for a minute, that's all. Oh, Mom. What is going on? You're home now. What do you think, Peggy Sue? You bought an ansel. Now, she's got the chance to start over again. I have a headache. This time, she'll know better. Did we break up? Because if we did, I don't even know about it. What if you fall into the hands of some madman... ...with plans to manipulate your brain? Well, that's why I was getting a divorce. I'm a grown woman with a lifetime of experiences you can't understand. Girls mature faster than guys. Digital, watches, miniature, television sets. Oh, and huge radios. I mean, for some reason, everything else gets tiny... ...but portable radios get enormous. Peggy Sue and Mr. Square Root? Oh, Charlie. That's my love. What? You mean sex? From Francis Coppola... Well, at least I got to see you and Grandma again. Kathleen Turner. Has this ever worked before? The last time was 600 years ago. Peggy Sue got married. I could be trapped here forever. Change your destiny. Marry me. Will you marry me? I don't want to marry anyone, Richard. Why not? Polygamy is legal in Utah. Nicholas Cage. I propose it to you now. I may be crazy, but I'm not crazy enough to marry you twice. Peggy Sue got married."
rijQ5oBFlO0,2470,Crocodile Dundee (1986)," He was raised in the land down under where a man thinks on his feet, speaks with his fists and lives by his wits. A legendary figure about to encounter a world more treacherous than any he has ever known. Good day. Dick Dundee from Australia. How are you? I'm fine, how are you? I've been down for a couple of days. I'll probably see you around. Bye. This is your first trip to New York? First trip anywhere. Well, we might just have to give you one for free. Yeah. Un moi. How are you finding New York? A bit of a lunatic, I'll tell you. That's why I love it, because I fit right in. G'day. Hello. Sorry. G'day. No! My bag! Stop it! Stop it! When are you coming home, mate? Well, if you can manage, Wal, I'd like to stay a while. Wouldn't have anything to do with a certain lady writer. Would it? Paramount Pictures presents... You're tall, Signor Mick. Paul Hogan. Hey, my man, what's up? Oh, wher? As Crocodile Dundee. You got a light, buddy? Yeah, sure. And your wog. He's got a knife. Ha ha ha. That's a knife. That's a knife. Crocodile Dundee."
TasJkzP4BTY,2471,Crocodile Dundee II (1988), Paramo Pictures is proud to announce Crocodile Dundee 2. Coming to theaters everywhere for the summer of 88.
k7gmrKAFshE,2474,"Color of Money, The (1986)"," Paul Newman, Tom Cruise, in a Martin Scorsese picture. He's got the eyes, he's got the stroke, he's got the fleet. And since the best. We got a racehorse here, a thoroughbred. You make him feel good, I teach him how to run. I'm not your daddy, I'm not your boyfriend, so don't be playing games with me. I'm your partner. I love this. You're an incredible flake. But that's a gift. I made money. The lost money. No, I didn't. Hey, hey, come fix him. I got half a meter that says I got a hold of the best thing that I ever seen, a half a meter that says it just ain't worth it. Why don't you take a walk? 500 bucks says you choke right now. You used me. Yes, I did. I'm gonna leave. This is Farris Eddie Felson. Who the hell are you? 25 years ago, I won my share of medals. But it was over for me before it really got started. I'm hungry again. I see some heavy legend action. I won his best game. You won my game? You couldn't deal with my game, Jack. You're outmanned. I'm gonna beat him, you know. What makes you so sure? Touchstone Pictures presents Can you smell what I smell? Smoke? Money. The color of money."
TPFNUoRF32Q,2475,52 Pick-Up (1986)," We have to have positive identification. We gotta get some strong evidence. But there's no way in the world, once the story breaks, that you're gonna keep it off the 6 o'clock news. Harry Mitchell, successful businessman, loving husband, a man who has now become the perfect target. Sit down, sport. Look, Mitch, you've seen some of this before. Stuffed your girlfriend's shop where your wife thought you were at a convention in Miami. Mitch, you're in very serious trouble. You pay us 105 grand a year for the rest of your life. No! They're ruthless. The cops find a body with no clothes on, the gun with your prints all over it. Desperate. They got an airtight case against me. It's my gun! I'm scared, Mitch. The only thing they didn't count on was Mitch having a plan of his own. I wanna deal only with you. How much did the man say he was gonna give you? I'm gonna pay them 52,000. I know. They're plotting me out. He's a murderer. Amedia 7 slick, on the button. I'll be there. Roy Scheider, Anne Margaret, and Vanity. In John Frankenheimer's suspense thriller, 52 Pickup, from acclaimed novelist Elmore Leonard's gripping bestseller."
ZOo4ir1MtoI,2476,Heartbreak Ridge (1986)," Sergeant Tom Gunny Highway, Congressional Medal of Honor winner. Over 30 years in the Marine Corps. His battles never end. I think war's just been declared. Why don't you just sit there and bleed a while before you taste some real pain? I get told of rock and roll of... Shut your face, hippie. You say hippie, man? Ain't been no hippies around here for centuries, man. If it freeze dry, they're doing hard time. Bad whiskey, bad sex and bad men, I never forget. You didn't talk dirty like that when we were married. Always. Only you were never there to hear it. When I ask for Marines, the division sends me relics. You men do not... Recon platoon kicks butt. You ladies think you can slip and slide. You're gonna start acting like Marines right now. Who invited you? I'm not doing this because I want to take long showers with you. And I don't want to get my head shot off in some faraway land because you don't habla. Comprende? Gunny, my weapon's jammed. What's your name, Marine? Lance Corporal Ferghetti, Gunny. Shouldn't litter, Ferghetti. This is the AK-47 Assault Rifle, the preferred weapon of your enemy. And it makes a distinctive sound when fired at you, so remember it. Strip off those T-shirts. Gunny, we're all the same. The same as me? How the hell are we supposed to know a K-T-shirt? You improvise, you overcome, you adapt. Now get off those damn T-shirts now. REE-KAI! REE-KAI! First platoon wins. How do you figure? The man cheated. I say he improvised. He cheated! He adapted, he overcame. I'll put my life takers and heartbreakers up against anyone, any place, at any time. We're going to war, Ben. To the island of Grenada to assist in rescuing American citizens there. Get on your feet, Highway! With all due respect, sir, you're beginning to bore the hell out of me. Clint Eastwood, Heartbreak Ridge."
wLQoGdpXGaQ,2477,Firewalker (1986)," Our average income, Leo, you're being a teacher again. It's a sight of you I never liked. Miss, we keep sticking our necks out, and sooner or later somebody's gonna chop our heads off. What'll it be, sister? May I have, and see why in this place? I got it memorized. You want white or red? Uh, red. Thank you. My sources inform me that this place is frequented by men of, uh, can you shall we say, questionable character? No, here? Yes. I need men of undying loyalty, brave, and not too smart. Two men, end of the bargain. Tell them I said you was okay. Mm. Come on, Leo. You don't want to go back to being cooped up in a classroom again, do you? The bartender says I'm okay."
WUTl8DSYUQA,2478,¡Three Amigos! (1986)," Let's ride! The Three Amigos. They were the biggest stars of their day. The Three Amigos are history. But that was yesterday. Look, boys, I know, Shoford, that something always turns up. Telegram for the Three Amigos. I'm sorry, I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. Soon the Sc порan! Soon the Scpmver? Come. With me. Or moonbeams plate th accomplishment Whoa! Arriba! Ha-ha! Arriba! Ha-ha! I like this guy. They're funny guys. Just be one of them. Steve Martin. Ah! Ah! Chevy Chase. Do you have anything besides Mexican food? Martin Short. Martin Short. The Three Amigos. Throw down your gun! Not you, Dusty! Sorry! You're so brave. Whoa, Arcee! Three Amigos. I'll come back one day. Why? You're so brave."
Vog33PwornI,2481,My Name Is Joe (1998)," My name is Joe and I am not an alcohol and I'm no stupid. I take one day at a time and I just hope I get through it. My name is Joe and I'm an alcohol. I'm really, really glad to be here. I'm very grateful to be sober. Thank you. Everyone knew Joe. He coached soccer. He worked odd jobs. He always tried to do his best. Then he met Sarah. You fancy coming bowling sometime? What? And life was full of new possibilities. I need you to stop drinking. Why do you want to know? Well, it must have been a bit turning point in your life. Go on, close your eyes. For me. What's up? Stop the old, old, old joke. Don't make it get cool. Come on, stop here. Stop, stop. But now, a friend is in trouble. Are you still clean? You told me you were still dealing with my life. You're making a lot of money, Joe. And the only way to save his life... Touch that boy and I'll kill you, man. ...is to take his place. I offer boy's debt. Why, me? For old times' sake. I do these two jobs that I walk away with. I do these contracts for drug dealers. She said Joe paid him off. What's she talking about? He'd break his legs. I was there. Drug dealer! I'm not a drug dealer. Transport and drugs? What would you call that? The Boston Globe claims director Ken Loach involves us at a level of emotional intimacy and urgency few films ever try for. Loach is still at the top of his game. The New York Times says Mr. Mullen gives a blustery, tender performance of exceptional immediacy. One of the year's loveliest, most credible relationships. They've got a four-year-old boy. Did you expect me to walk away for that? I'll kill you what we've done. My name is Joe."
1SJTrFYLQKE,2482,Still Crazy (1998)," Well, there's only two reasons to get you to haul your ass up here. Either I or your money. Or you want to put the barn back together. They were called Strange Fruit. Strange Fruit. Been fruits a long time. So which fruit's which then? Well, I'm Posh Fruit. And they were one of the greatest bands of the 70s. They all hated each other in the end. Oh, hate's a bit heavy. That was then. This is now. Kitson. Asshole! How's business? Slow. The only thing I have of value is this. What is it? Jimi Hendrix's tooth. So you gave it all up for this? Don't tell me it hasn't haunted you. Money, hit records, be famous. Wee bollocks it all over again. Does he still live with you? No. Mood white. Where to? Over there. One, two. Hello, Wembley. Waaaa! God, it's Night of the Living Dead 2. Well, maybe we should agree. What key is in B, Flood? C. G. You can find yourself another singer. Pretty pointless reunion. This was our second shot. Why couldn't you bury the past before it buried us? But when the music still matters... I want to stand in the dark and see an audience feel the way I do. ...and the passion still burns... I'm not 50! ...you're never too old to rock and roll. Hollywood Bowl. How's it like, Gigg? We never played the Hollywood Bowl. That's one of my most vivid memories. Wait! So what do you want from me? Sex. Still crazy. Sign this, please. Sure, man. Best wishes... to who? I need a signature for the pizzas. You"
